gene_name,uniprot,hgnc_symbol,ensembl
NPR1,P16066,NPR1,ENSG00000169418
NPR2,P20594,NPR2,ENSG00000159899
NPR3,P17342,NPR3,ENSG00000113389
NPS,P0C0P6,NPS,ENSG00000214285
NPSR1,Q6W5P4,NPSR1,ENSG00000187258
NPVF,Q9HCQ7,NPVF,ENSG00000105954
NPW,Q8N729,NPW,ENSG00000183971
NPY1R,P25929,NPY1R,ENSG00000164128
NPY2R,P49146,NPY2R,ENSG00000185149
NPY4R,P50391,NPY4R,ENSG00000204174
NPY5R,Q15761,NPY5R,ENSG00000164129
NR1H2,P55055,NR1H2,ENSG00000131408
NR1H3,Q13133,NR1H3,ENSG00000025434
NR1H4,Q96RI1,NR1H4,ENSG00000012504
NR1I2,O75469,NR1I2,ENSG00000144852
NR3C1,P04150,NR3C1,ENSG00000113580
NR3C2,P08235,NR3C2,ENSG00000151623
NRG1,Q02297,NRG1,ENSG00000157168
NRG2,O14511,NRG2,ENSG00000158458
NRG3,P56975,NRG3,ENSG00000185737
NRG4,Q8WWG1,NRG4,ENSG00000169752
NRP1,O14786,NRP1,ENSG00000099250
NRP2,O60462,NRP2,ENSG00000118257
NRTN,Q99748,NRTN,ENSG00000171119
NSMF,Q6X4W1,NSMF,ENSG00000165802
NTF3,P20783,NTF3,ENSG00000185652
NTF4,P34130,NTF4,ENSG00000225950
NTN1,O95631,NTN1,ENSG00000065320
NTN4,Q9HB63,NTN4,ENSG00000074527
NTRK1,P04629,NTRK1,ENSG00000198400
NTRK2,Q16620,NTRK2,ENSG00000148053
NTRK3,Q16288,NTRK3,ENSG00000140538
NTS,P30990,NTS,ENSG00000133636
NTSR1,P30989,NTSR1,ENSG00000101188
NXNL1,Q96CM4,NXNL1,ENSG00000171773
OGN,P20774,OGN,ENSG00000106809
OMD,Q99983,OMD,ENSG00000127083
OPRD1,P41143,OPRD1,ENSG00000116329
OPRK1,P41145,OPRK1,ENSG00000082556
OPRL1,P41146,OPRL1,ENSG00000125510
OPRL1,P41146,OPRL1,ENSG00000277044
OPRM1,P35372,OPRM1,ENSG00000112038
OSM,P13725,OSM,ENSG00000099985
OSMR,Q99650,OSMR,ENSG00000145623
OSTN,P61366,OSTN,ENSG00000188729
OXER1,Q8TDS5,OXER1,ENSG00000162881
OXT,P01178,OXT,ENSG00000101405
OXTR,P30559,OXTR,ENSG00000180914
P2RY6,Q15077,P2RY6,ENSG00000171631
P4HB,P07237,P4HB,ENSG00000185624
PDCD1,Q15116,PDCD1,ENSG00000276977
PDCD1,Q15116,PDCD1,ENSG00000188389
PDCD1LG2,Q9BQ51,PDCD1LG2,ENSG00000197646
PDGFA,P04085,PDGFA,ENSG00000197461
PDGFB,P01127,PDGFB,ENSG00000100311
PDGFC,Q9NRA1,PDGFC,ENSG00000145431
PDGFD,Q9GZP0,PDGFD,ENSG00000170962
PDGFRA,P16234,PDGFRA,ENSG00000134853
PDGFRB,P09619,PDGFRB,ENSG00000113721
PDYN,P01213,PDYN,ENSG00000101327
PECAM1,P16284,PECAM1,ENSG00000261371
PENK,P01210,PENK,ENSG00000181195
PF4,P02776,PF4,ENSG00000163737
PGF,P49763,PGF,ENSG00000119630
PGR,P06401,PGR,ENSG00000082175
PGRMC2,O15173,PGRMC2,ENSG00000164040
PILRA,Q9UKJ1,PILRA,ENSG00000085514
PLA2G2A,P14555,PLA2G2A,ENSG00000188257
PLAU,P00749,PLAU,ENSG00000122861
PLAUR,Q03405,PLAUR,ENSG00000011422
PLD2,O14939,PLD2,ENSG00000129219
PLG,P00747,PLG,ENSG00000122194
PLXNA1,Q9UIW2,PLXNA1,ENSG00000114554
PLXNA2,O75051,PLXNA2,ENSG00000076356
PLXNA3,P51805,PLXNA3,ENSG00000130827
PLXNA4,Q9HCM2,PLXNA4,ENSG00000221866
PLXNB1,O43157,PLXNB1,ENSG00000164050
PLXNB2,O15031,PLXNB2,ENSG00000196576
PLXNB3,Q9ULL4,PLXNB3,ENSG00000198753
PLXNC1,O60486,PLXNC1,ENSG00000136040
PLXND1,Q9Y4D7,PLXND1,ENSG00000004399
PMCH,P20382,PMCH,ENSG00000183395
PNMT,P11086,PNMT,ENSG00000141744
PNOC,Q13519,PNOC,ENSG00000168081
PODXL,O00592,PODXL,ENSG00000128567
PODXL2,Q9NZ53,PODXL2,ENSG00000114631
POMC,P01189,POMC,ENSG00000115138
PPARA,Q07869,PPARA,ENSG00000186951
PPARD,Q03181,PPARD,ENSG00000112033
PPARG,P37231,PPARG,ENSG00000132170
PPBP,P02775,PPBP,ENSG00000163736
PPIA,P62937,PPIA,ENSG00000196262
PPY,P01298,PPY,ENSG00000108849
PRL,P01236,PRL,ENSG00000172179
PRLH,P81277,PRLH,ENSG00000071677
PRLHR,P49683,PRLHR,ENSG00000119973
PRLR,P16471,PRLR,ENSG00000113494
PROC,P04070,PROC,ENSG00000115718
PROCR,Q9UNN8,PROCR,ENSG00000101000
PROK1,P58294,PROK1,ENSG00000143125
PROK2,Q9HC23,PROK2,ENSG00000163421
PROKR1,Q8TCW9,PROKR1,ENSG00000169618
PROKR2,Q8NFJ6,PROKR2,ENSG00000101292
PROS1,P07225,PROS1,ENSG00000184500
PRXL2B,Q8TBF2,PRXL2B,ENSG00000157870
PSAP,P07602,PSAP,ENSG00000197746
PSPN,O60542,PSPN,ENSG00000125650
PTCH1,Q13635,PTCH1,ENSG00000185920
PTCH2,Q9Y6C5,PTCH2,ENSG00000117425
PTGDR,Q13258,PTGDR,ENSG00000168229
PTGDR2,Q9Y5Y4,PTGDR2,ENSG00000183134
PTGER1,P34995,PTGER1,ENSG00000160951
PTGER2,P43116,PTGER2,ENSG00000125384
PTGER3,P43115,PTGER3,ENSG00000050628
PTGER4,P35408,PTGER4,ENSG00000171522
PTGES,O14684,PTGES,ENSG00000148344
PTGES2,Q9H7Z7,PTGES2,ENSG00000148334
PTGES3,Q15185,PTGES3,ENSG00000110958
PTGFR,P43088,PTGFR,ENSG00000122420
PTGIR,P43119,PTGIR,ENSG00000160013
PTGIS,Q16647,PTGIS,ENSG00000124212
PTGR1,Q14914,PTGR1,ENSG00000106853
PTH,P01270,PTH,ENSG00000152266
PTH1R,Q03431,PTH1R,ENSG00000160801
PTH2,Q96A98,PTH2,ENSG00000142538
PTH2R,P49190,PTH2R,ENSG00000144407
PTHLH,P12272,PTHLH,ENSG00000087494
PTN,P21246,PTN,ENSG00000105894
PTPRC,P08575,PTPRC,ENSG00000081237
PTPRC,P08575,PTPRC,ENSG00000262418
PTPRK,Q15262,PTPRK,ENSG00000273993
PTPRK,Q15262,PTPRK,ENSG00000152894
PTPRR,Q15256,PTPRR,ENSG00000153233
PTPRS,Q13332,PTPRS,ENSG00000105426
PTPRU,Q92729,PTPRU,ENSG00000060656
PTPRZ1,P23471,PTPRZ1,ENSG00000106278
PVR,P15151,PVR,ENSG00000073008
PYY,P10082,PYY,ENSG00000131096
QRFP,P83859,QRFP,ENSG00000188710
QRFPR,Q96P65,QRFPR,ENSG00000186867
RAET1E,Q8TD07,RAET1E,ENSG00000164520
RAET1G,Q6H3X3,RAET1G,ENSG00000203722
RAET1L,Q5VY80,RAET1L,ENSG00000155918
RAMP1,O60894,RAMP1,ENSG00000132329
RAMP2,O60895,RAMP2,ENSG00000131477
RAMP3,O60896,RAMP3,ENSG00000122679
RARA,P10276,RARA,ENSG00000131759
RARB,P10826,RARB,ENSG00000077092
RARG,P13631,RARG,ENSG00000172819
RARRES2,Q99969,RARRES2,ENSG00000106538
RBP4,P02753,RBP4,ENSG00000138207
RELN,P78509,RELN,ENSG00000189056
REN,P00797,REN,ENSG00000143839
RET,P07949,RET,ENSG00000165731
RETN,Q9HD89,RETN,ENSG00000104918
RIPK1,Q13546,RIPK1,ENSG00000137275
RLN1,P04808,RLN1,ENSG00000107018
RLN2,P04090,RLN2,ENSG00000107014
RLN3,Q8WXF3,RLN3,ENSG00000171136
RNASET2,O00584,RNASET2,ENSG00000026297
ROBO1,Q9Y6N7,ROBO1,ENSG00000169855
ROBO2,Q9HCK4,ROBO2,ENSG00000185008
ROBO3,Q96MS0,ROBO3,ENSG00000154134
ROR1,Q01973,ROR1,ENSG00000185483
ROR2,Q01974,ROR2,ENSG00000169071
RORA,P35398,RORA,ENSG00000069667
RORB,Q92753,RORB,ENSG00000198963
RORC,P51449,RORC,ENSG00000143365
ROS1,P08922,ROS1,ENSG00000047936
RPS19,P39019,RPS19,ENSG00000105372
RSPO1,Q2MKA7,RSPO1,ENSG00000169218
RSPO2,Q6UXX9,RSPO2,ENSG00000147655
RSPO3,Q9BXY4,RSPO3,ENSG00000146374
RSPO4,Q2I0M5,RSPO4,ENSG00000101282
RXFP1,Q9HBX9,RXFP1,ENSG00000171509
RXFP2,Q8WXD0,RXFP2,ENSG00000133105
RXFP3,Q9NSD7,RXFP3,ENSG00000277069
RXFP3,Q9NSD7,RXFP3,ENSG00000182631
RXFP4,Q8TDU9,RXFP4,ENSG00000173080
RXRA,P19793,RXRA,ENSG00000186350
RXRB,P28702,RXRB,ENSG00000235712
RXRB,P28702,RXRB,ENSG00000227322
RXRB,P28702,RXRB,ENSG00000204231
RXRB,P28702,RXRB,ENSG00000231321
RXRB,P28702,RXRB,ENSG00000206289
RXRB,P28702,RXRB,ENSG00000228333
RXRG,P48443,RXRG,ENSG00000143171
RYK,P34925,RYK,ENSG00000163785
S1PR2,O95136,S1PR2,ENSG00000267534
SAA1,P0DJI8,SAA1,ENSG00000173432
SCARA5,Q6ZMJ2,SCARA5,ENSG00000168079
SCGB3A1,Q96QR1,SCGB3A1,ENSG00000161055
SCT,P09683,SCT,ENSG00000070031
SCT,P09683,SCT,ENSG00000274473
SCTR,P47872,SCTR,ENSG00000080293
SELE,P16581,SELE,ENSG00000007908
SELL,P14151,SELL,ENSG00000188404
SELP,P16109,SELP,ENSG00000174175
SELPLG,Q14242,SELPLG,ENSG00000110876
SEMA3A,Q14563,SEMA3A,ENSG00000075213
SEMA3C,Q99985,SEMA3C,ENSG00000075223
SEMA3E,O15041,SEMA3E,ENSG00000170381
SEMA3F,Q13275,SEMA3F,ENSG00000001617
SEMA4A,Q9H3S1,SEMA4A,ENSG00000196189
SEMA4C,Q9C0C4,SEMA4C,ENSG00000168758
SEMA4D,Q92854,SEMA4D,ENSG00000187764
SEMA4G,Q9NTN9,SEMA4G,ENSG00000095539
SEMA5A,Q13591,SEMA5A,ENSG00000112902
SEMA6A,Q9H2E6,SEMA6A,ENSG00000092421
SEMA6D,Q8NFY4,SEMA6D,ENSG00000137872
SEMA7A,O75326,SEMA7A,ENSG00000138623
SFRP1,Q8N474,SFRP1,ENSG00000104332
SFRP2,Q96HF1,SFRP2,ENSG00000145423
SFRP4,Q6FHJ7,SFRP4,ENSG00000106483
SFRP5,Q5T4F7,SFRP5,ENSG00000120057
SHH,Q15465,SHH,ENSG00000164690
SIGIRR,Q6IA17,SIGIRR,ENSG00000185187
SIGLEC1,Q9BZZ2,SIGLEC1,ENSG00000088827
SIGLEC10,Q96LC7,SIGLEC10,ENSG00000142512
SIGLEC15,Q6ZMC9,SIGLEC15,ENSG00000197046
SIRPA,P78324,SIRPA,ENSG00000198053
SIRPB1,O00241,SIRPB1,ENSG00000101307
SIRPG,Q9P1W8,SIRPG,ENSG00000089012
SLAMF1,Q13291,SLAMF1,ENSG00000117090
SLC16A1,P53985,SLC16A1,ENSG00000155380
SLC16A1,P53985,SLC16A1,ENSG00000281917
SLC1A5,Q15758,SLC1A5,ENSG00000105281
SLC22A17,Q8WUG5,SLC22A17,ENSG00000092096
SLC7A1,P30825,SLC7A1,ENSG00000139514
SLIT1,O75093,SLIT1,ENSG00000187122
SLIT2,O94813,SLIT2,ENSG00000145147
SLURP1,P55000,SLURP1,ENSG00000126233
SMO,Q99835,SMO,ENSG00000128602
SORL1,Q92673,SORL1,ENSG00000137642
SORT1,Q99523,SORT1,ENSG00000134243
SOSTDC1,Q6X4U4,SOSTDC1,ENSG00000171243
SPN,P16150,SPN,ENSG00000197471
SPP1,P10451,SPP1,ENSG00000118785
SPX,Q9BT56,SPX,ENSG00000134548
SRD5A1,P18405,SRD5A1,ENSG00000145545
SRD5A2,P31213,SRD5A2,ENSG00000277893
SRD5A3,Q9H8P0,SRD5A3,ENSG00000128039
SST,P61278,SST,ENSG00000157005
SSTR1,P30872,SSTR1,ENSG00000139874
SSTR2,P30874,SSTR2,ENSG00000180616
SSTR3,P32745,SSTR3,ENSG00000278195
SSTR4,P31391,SSTR4,ENSG00000132671
SSTR5,P35346,SSTR5,ENSG00000162009
STRA6,Q9BX79,STRA6,ENSG00000137868
SULT1A1,P50225,SULT1A1,ENSG00000196502
SULT1E1,P49888,SULT1E1,ENSG00000109193
SULT2A1,Q06520,SULT2A1,ENSG00000105398
SUSD2,Q9UGT4,SUSD2,ENSG00000099994
TAC1,P20366,TAC1,ENSG00000006128
TAC3,Q9UHF0,TAC3,ENSG00000166863
TACR1,P25103,TACR1,ENSG00000115353
TACR2,P21452,TACR2,ENSG00000075073
TACR3,P29371,TACR3,ENSG00000169836
TAFA1,Q7Z5A9,TAFA1,ENSG00000183662
TAFA4,Q96LR4,TAFA4,ENSG00000163377
TAFA5,Q7Z5A7,TAFA5,ENSG00000219438
TBXA2R,P21731,TBXA2R,ENSG00000006638
TBXAS1,P24557,TBXAS1,ENSG00000059377
TDGF1,P13385,TDGF1,ENSG00000241186
TEK,Q02763,TEK,ENSG00000120156
TF,P02787,TF,ENSG00000091513
TFF1,P04155,TFF1,ENSG00000160182
TFR2,Q9UP52,TFR2,ENSG00000106327
TFRC,P02786,TFRC,ENSG00000072274
TG,P01266,TG,ENSG00000042832
TGFA,P01135,TGFA,ENSG00000163235
TGFB1,P01137,TGFB1,ENSG00000105329
TGFB2,P61812,TGFB2,ENSG00000092969
TGFB3,P10600,TGFB3,ENSG00000119699
TGFBR1,P36897,TGFBR1,ENSG00000106799
TGFBR2,P37173,TGFBR2,ENSG00000163513
TGFBR3,Q03167,TGFBR3,ENSG00000069702
THBD,P07204,THBD,ENSG00000178726
THBS1,P07996,THBS1,ENSG00000137801
THBS2,P35442,THBS2,ENSG00000186340
THPO,P40225,THPO,ENSG00000090534
THRA,P10827,THRA,ENSG00000126351
THRB,P10828,THRB,ENSG00000151090
THY1,P04216,THY1,ENSG00000154096
TIGIT,Q495A1,TIGIT,ENSG00000181847
TIMP1,P01033,TIMP1,ENSG00000102265
TLR8,Q9NR97,TLR8,ENSG00000101916
TMEM219,Q86XT9,TMEM219,ENSG00000149932
TNC,P24821,TNC,ENSG00000041982
TNF,P01375,TNF,ENSG00000228849
TNF,P01375,TNF,ENSG00000206439
TNF,P01375,TNF,ENSG00000232810
TNF,P01375,TNF,ENSG00000223952
TNF,P01375,TNF,ENSG00000228321
TNF,P01375,TNF,ENSG00000204490
TNF,P01375,TNF,ENSG00000230108
TNF,P01375,TNF,ENSG00000228978
TNFRSF10A,O00220,TNFRSF10A,ENSG00000104689
TNFRSF10B,O14763,TNFRSF10B,ENSG00000120889
TNFRSF10C,O14798,TNFRSF10C,ENSG00000173535
TNFRSF10D,Q9UBN6,TNFRSF10D,ENSG00000173530
TNFRSF11A,Q9Y6Q6,TNFRSF11A,ENSG00000141655
TNFRSF11B,O00300,TNFRSF11B,ENSG00000164761
TNFRSF12A,Q9NP84,TNFRSF12A,ENSG00000006327
TNFRSF13B,O14836,TNFRSF13B,ENSG00000240505
TNFRSF13C,Q96RJ3,TNFRSF13C,ENSG00000159958
TNFRSF14,Q92956,TNFRSF14,ENSG00000157873
TNFRSF14,Q92956,TNFRSF14,ENSG00000273936
TNFRSF17,Q02223,TNFRSF17,ENSG00000048462
TNFRSF18,Q9Y5U5,TNFRSF18,ENSG00000186891
TNFRSF1A,P19438,TNFRSF1A,ENSG00000067182
TNFRSF1B,P20333,TNFRSF1B,ENSG00000028137
TNFRSF21,O75509,TNFRSF21,ENSG00000146072
TNFRSF25,Q93038,TNFRSF25,ENSG00000215788
TNFRSF4,P43489,TNFRSF4,ENSG00000186827
TNFRSF6B,O95407,TNFRSF6B,ENSG00000243509
TNFRSF8,P28908,TNFRSF8,ENSG00000120949
TNFRSF9,Q07011,TNFRSF9,ENSG00000049249
TNFSF10,P50591,TNFSF10,ENSG00000121858
TNFSF11,O14788,TNFSF11,ENSG00000120659
TNFSF12,O43508,TNFSF12,ENSG00000239697
TNFSF13,O75888,TNFSF13,ENSG00000161955
TNFSF13B,Q9Y275,TNFSF13B,ENSG00000102524
TNFSF14,O43557,TNFSF14,ENSG00000125735
TNFSF15,O95150,TNFSF15,ENSG00000181634
TNFSF18,Q9UNG2,TNFSF18,ENSG00000120337
TNFSF4,P23510,TNFSF4,ENSG00000117586
TNFSF8,P32971,TNFSF8,ENSG00000106952
TNFSF9,P41273,TNFSF9,ENSG00000125657
TPO,P07202,TPO,ENSG00000277603
TPO,P07202,TPO,ENSG00000115705
TREM2,Q9NZC2,TREM2,ENSG00000095970
TREML2,Q5T2D2,TREML2,ENSG00000112195
TRH,P20396,TRH,ENSG00000170893
TRHR,P34981,TRHR,ENSG00000174417
TSHB,P01222,TSHB,ENSG00000134200
TSHR,P16473,TSHR,ENSG00000165409
TSLP,Q969D9,TSLP,ENSG00000145777
TTR,P02766,TTR,ENSG00000118271
TULP1,O00294,TULP1,ENSG00000112041
TYR,P14679,TYR,ENSG00000077498
TYRO3,Q06418,TYRO3,ENSG00000092445
TYROBP,O43914,TYROBP,ENSG00000011600
UBASH3B,Q8TF42,UBASH3B,ENSG00000154127
UCN,P55089,UCN,ENSG00000163794
UCN2,Q96RP3,UCN2,ENSG00000145040
UCN3,Q969E3,UCN3,ENSG00000178473
ULBP1,Q9BZM6,ULBP1,ENSG00000111981
ULBP2,Q9BZM5,ULBP2,ENSG00000131015
ULBP3,Q9BZM4,ULBP3,ENSG00000131019
UNC5A,Q6ZN44,UNC5A,ENSG00000113763
UNC5B,Q8IZJ1,UNC5B,ENSG00000107731
UNC5C,O95185,UNC5C,ENSG00000182168
UNC5D,Q6UXZ4,UNC5D,ENSG00000156687
UTS2,O95399,UTS2,ENSG00000049247
UTS2B,Q765I0,UTS2B,ENSG00000188958
UTS2R,Q9UKP6,UTS2R,ENSG00000181408
VCAM1,P19320,VCAM1,ENSG00000162692
VDR,P11473,VDR,ENSG00000111424
VEGFA,P15692,VEGFA,ENSG00000112715
VEGFB,P49765,VEGFB,ENSG00000173511
VEGFC,P49767,VEGFC,ENSG00000150630
VEGFD,O43915,VEGFD,ENSG00000165197
VGF,O15240,VGF,ENSG00000128564
VIP,P01282,VIP,ENSG00000146469
VIPR1,P32241,VIPR1,ENSG00000114812
VIPR2,P41587,VIPR2,ENSG00000106018
VLDLR,P98155,VLDLR,ENSG00000147852
VSIR,Q9H7M9,VSIR,ENSG00000107738
VSTM1,Q6UX27,VSTM1,ENSG00000275577
VSTM1,Q6UX27,VSTM1,ENSG00000274887
VSTM1,Q6UX27,VSTM1,ENSG00000277607
VSTM1,Q6UX27,VSTM1,ENSG00000276363
VSTM1,Q6UX27,VSTM1,ENSG00000276159
VSTM1,Q6UX27,VSTM1,ENSG00000276066
VSTM1,Q6UX27,VSTM1,ENSG00000189068
VSTM1,Q6UX27,VSTM1,ENSG00000275962
VSTM1,Q6UX27,VSTM1,ENSG00000275330
VSTM1,Q6UX27,VSTM1,ENSG00000274953
VTN,P04004,VTN,ENSG00000109072
VWF,P04275,VWF,ENSG00000110799
WIF1,Q9Y5W5,WIF1,ENSG00000156076
WISP3,O95389,WISP3,ENSG00000112761
WNT1,P04628,WNT1,ENSG00000125084
WNT10A,Q9GZT5,WNT10A,ENSG00000135925
WNT11,O96014,WNT11,ENSG00000085741
WNT16,Q9UBV4,WNT16,ENSG00000002745
WNT2,P09544,WNT2,ENSG00000105989
WNT2B,Q93097,WNT2B,ENSG00000134245
WNT3,P56703,WNT3,ENSG00000277641
WNT3,P56703,WNT3,ENSG00000108379
WNT3,P56703,WNT3,ENSG00000277626
WNT3A,P56704,WNT3A,ENSG00000154342
WNT4,P56705,WNT4,ENSG00000162552
WNT5A,P41221,WNT5A,ENSG00000114251
WNT5B,Q9H1J7,WNT5B,ENSG00000111186
WNT6,Q9Y6F9,WNT6,ENSG00000115596
WNT7A,O00755,WNT7A,ENSG00000154764
WNT7B,P56706,WNT7B,ENSG00000188064
WNT8A,Q9H1J5,WNT8A,ENSG00000061492
WNT8B,Q93098,WNT8B,ENSG00000075290
WNT9A,O14904,WNT9A,ENSG00000143816
WNT9B,O14905,WNT9B,ENSG00000158955
WNT9B,O14905,WNT9B,ENSG00000276799
XCL1,P47992,XCL1,ENSG00000143184
XCL2,Q9UBD3,XCL2,ENSG00000143185
XCR1,P46094,XCR1,ENSG00000173578
XPR1,Q9UBH6,XPR1,ENSG00000143324
YARS,P54577,YARS,ENSG00000134684
